# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32364037	The reproductive health fall-out of a global pandemic.	Sex Reprod Health Matters
32364028	Response of a comprehensive cancer center to the COVID-19 pandemic: the experience of the Fondazione IRCCS-Istituto Nazionale dei Tumori di Milano.	Tumori
32364011	FDA-approved thiol-reacting drugs that potentially bind into the SARS-CoV-2 main protease, essential for viral replication.	J Biomol Struct Dyn
32363987	Pandemics, panic and prevention: Stages in the life of COVID-19 pandemic.	Int J Soc Psychiatry
32363981	Moral Distress in the Midst of the COVID-19 Pandemic.	Clin Nurs Res
32363967	A challenging case of psoriasis flare-up after COVID-19 infection.	J Dermatolog Treat
32363963	Mucous membrane pemphigoid and COVID-19 treated with high-dose intravenous immunoglobulins: a case-report.	J Dermatolog Treat
32363936	You can't save a COVID-19 patient with nuclear arms.	Med Confl Surviv
32363911	Telepsychiatry as a public health imperative: Slowing COVID-19.	Aust N Z J Psychiatry
32363905	Temporary Emergency Guidance to STEMI Systems of Care During the COVID-19 Pandemic: AHA's Mission: Lifeline.	Circulation
32363880	Medical treatment options for COVID-19.	Eur Heart J Acute Cardiovasc Care
32363809	Smell and taste symptom-based predictive model for COVID-19 diagnosis.	Int Forum Allergy Rhinol
32363760	Challenges for mental health services during the 2020 Covid-19 outbreak in Germany.	Psychiatry Clin Neurosci
32363750	A Chemographic Audit of anti-Coronavirus Structure-Activity Information from Public Databases (ChEMBL).	Mol Inform
32363746	Mitigating mental health consequences during the COVID-19 outbreak: Lessons from China.	Psychiatry Clin Neurosci
32363726	The Novel Coronavirus - Latest Findings.	Microb Biotechnol
32363717	Acute care surgery and postoperative COVID-19 care: a comment.	ANZ J Surg
32363707	Studies on viral pneumonia related to novel coronavirus SARS-CoV-2, SARS-CoV, and MERS-CoV: a literature review.	APMIS
32363628	MANAGEMENT OF OLDER PEOPLE DURING THE COVID-19 OUTBREAK: RECOMMENDATIONS FROM AN ITALIAN EXPERIENCE.	Int J Geriatr Psychiatry
32363615	COVID-19 risk triage: Engaging residents in telephonic screening.	Med Educ
32363596	Safe management of surgical smoke in the age of COVID-19.	Br J Surg
32363593	The fate of major dermatology conferences and meetings of 2020; Are e-conferences and digital learning the future?	Clin Exp Dermatol
32363578	Preventing the dysfunction of public health centers responding to COVID-19 by focusing on public health nurses in Japan.	J Adv Nurs
32363540	Bowel Necrosis in the Setting of COVID-19.	J Gastrointest Surg
32363528	Going Viral: Management of IBD in the Era of the COVID-19 Pandemic.	Dig Dis Sci
32363508	Letter to editor: brain awareness week, CoVID-19 infection and neurological sciences.	Neurol Sci
32363507	Dealing with immune-mediated neuropathies during COVID-19 outbreak: practical recommendations from the task force of the Italian Society of Neurology (SIN), the Italian Society of Clinical Neurophysiology (SINC) and the Italian Peripheral Nervous System Association (ASNP).	Neurol Sci
32363506	Self-reported needs of patients with Parkinson's disease during COVID-19 emergency in Italy.	Neurol Sci
32363492	Prevalence and socio-demographic correlates of psychological health problems in Chinese adolescents during the outbreak of COVID-19.	Eur Child Adolesc Psychiatry
32363428	Correction to: SARS-CoV-2 and COVID-19 in older adults: what we may expect regarding pathogenesis, immune responses, and outcomes.	Geroscience
32363409	SARS-CoV-2 spread in Northern Italy: what about the pollution role?	Environ Monit Assess
32363406	Acute myocardial injury, MINOCA, or myocarditis? Improving characterization of coronavirus-associated myocardial involvement.	Eur Heart J
32363391	Deducing the N- and O- glycosylation profile of the spike protein of novel coronavirus SARS-CoV-2.	Glycobiology
32363386	Smoking Cessation During the COVID-19 Epidemic.	Nicotine Tob Res
32363381	Does SARS-CoV-2 cause viral myocarditis in COVID-19 patients?	Eur Heart J
32363352	COVID-19: A United Kingdom National Health Service cardiology perspective.	JACC Case Rep
32363351	Takotsubo Syndrome in the Setting of COVID-19 Infection.	JACC Case Rep
32363350	Psychologist Self-Care During the Pandemic: Now More Than Ever.	J Health Serv Psychol
32363349	Moral Injury in Times of COVID-19.	J Health Serv Psychol
32363343	Infection prevention and control (IPC) for novel coronavirus (COVID-19).	JAC Antimicrob Resist
32363339	I May Not Have Symptoms, but COVID-19 Is a Huge Headache.	Matter
32363338	Hemodialysis and COVID-19: An Achilles' Heel in the Pandemic Health Care Response in the United States.	Kidney Med
32363337	Severe ARDS in COVID-19-infected pregnancy: obstetric and intensive care considerations.	Am J Obstet Gynecol MFM
32363336	Two cases of coronavirus 2019-related cardiomyopathy in pregnancy.	Am J Obstet Gynecol MFM
32363335	MFM guidance for COVID-19.	Am J Obstet Gynecol MFM
32363334	Cardiovascular Collapse in COVID-19 Infection: The Role of Veno-Arterial Extracorporeal Membrane Oxygenation (VA-ECMO).	CJC Open
32363333	A real-time dashboard of clinical trials for COVID-19.	Lancet Digit Health
32363326	Mental healthcare for psychiatric inpatients during the COVID-19 epidemic.	Gen Psychiatr
32363255	Investigation into SARS-CoV-2 Resistance of Compounds in Garlic Essential Oil.	ACS Omega
32363254	Effectiveness of Ultraviolet-C Light and a High-Level Disinfection Cabinet for Decontamination of N95 Respirators.	Pathog Immun
32363253	SARS-CoV-2 Infection in Hospitalized Patients with Kidney Disease.	Kidney Int Rep
32363249	Contingency Plans in a Radiation Oncology Department Amid the 2019-nCoV Outbreak in Switzerland.	Adv Radiat Oncol
32363248	Experience of a Radiation Oncology Center Operating During the COVID-19 Outbreak.	Adv Radiat Oncol
32363247	New policy and regulation for a Radiology-Oncology Center at the time of Covid-19 outbreak in Tehran-Iran.	Adv Radiat Oncol
32363246	A call for new 4R's based Radiation Oncology model in COVID-19 Pandemic.	Adv Radiat Oncol
32363245	Efforts to Reduce the Impacts of COVID-19 Outbreak on Radiation Oncology in Taiwan.	Adv Radiat Oncol
32363244	Adapting Radiation Therapy Treatments for Patients with Breast Cancer During the COVID-19 Pandemic: Hypo-Fractionation and Accelerated Partial Breast Irradiation to Address World Health Organization Recommendations.	Adv Radiat Oncol
32363243	Palliative Radiotherapy for Oncologic Emergencies in the setting of COVID-19: Approaches to Balancing Risks and Benefits.	Adv Radiat Oncol
32363242	Playing into Stereotypes: Engaging Millennials and Generation Z in the COVID-19 Pandemic Response.	Adv Radiat Oncol
32363229	The risk of SARS-CoV-2 transmission to pets and other wild and domestic animals strongly mandates a one-health strategy to control the COVID-19 pandemic.	One Health
32363228	Art of prevention: Life in the time of coronavirus.	Int J Womens Dermatol
32363226	A mild type of childhood Covid-19 - A case report.	Radiol Infect Dis
32363225	Coronavirus (COVID-19) infection-induced chilblains: A case report with histopathologic findings.	JAAD Case Rep
32363224	Use of a novel adhesive suture retention wound closure device to prevent patient follow-up visits during COVID-19 pandemic.	JAAD Case Rep
32363223	Genomics functional analysis and drug screening of SARS-CoV-2.	Genes Dis
32363222	The clinical and immunological features of pediatric COVID-19 patients in China.	Genes Dis
32363221	An overview of coronaviruses including the SARS-2 coronavirus - Molecular biology, epidemiology and clinical implications.	Curr Med Res Pract
32363219	Binding site analysis of potential protease inhibitors of COVID-19 using AutoDock.	Virusdisease
32363217	First case of neonatal infection due to COVID 19 in Spain.	An Pediatr (Engl Ed)
32363216	Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics.	An Pediatr (Engl Ed)
32363212	Review: Hydroxychloroquine and Chloroquine for Treatment of SARS-CoV-2 (COVID-19).	Open Forum Infect Dis
32363205	Epidemiological features and medical care-seeking process of patients with COVID-19 in Wuhan, China.	ERJ Open Res
32363167	Ramadan fasting during Covid-19 pandemic.	J Diabetes Metab Disord
32363157	Chloroquine: Can it be a Novel Drug for COVID-19.	Int J Appl Basic Med Res
32363146	COVID-19 Presenting with Seizures.	IDCases
32363145	An algorithm for managing QT prolongation in coronavirus disease 2019 (COVID-19) patients treated with either chloroquine or hydroxychloroquine in conjunction with azithromycin: Possible benefits of intravenous lidocaine.	HeartRhythm Case Rep
32363144	Inpatient use of mobile continuous telemetry for COVID-19 patients treated with hydroxychloroquine and azithromycin.	HeartRhythm Case Rep
32363143	COVID-19: A case report from Bangladesh perspective.	Respir Med Case Rep
32363137	Anti-RAS drugs and SARS-CoV-2 infection.	Acta Pharm Sin B
32363136	Crystal structure of SARS-CoV-2 nucleocapsid protein RNA binding domain reveals potential unique drug targeting sites.	Acta Pharm Sin B
32363133	The Inadequacy of Regulatory Frameworks in Time of Crisis and in Low-Resource Settings: Personal Protective Equipment and COVID-19.	Health Technol (Berl)
32363070	Even with COVID-19 neurosurgeons should still perform necessary urgent/emergent neurosurgery to avoid major permanent neurological deficits.	Surg Neurol Int
32363053	COVID-19 Provides An Opportunity to Reassess How Frequent and How Extensive Elective Spine Surgery Should Be.	Surg Neurol Int
32363046	A new approach to modeling the fade-out threshold of coronavirus disease.	Sci Bull (Beijing)
32363045	Recommended prophylactic and management strategies for severe acute respiratory syndrome coronavirus 2 infection in transplant recipients.	Chronic Dis Transl Med
32363030	Change in surgical practice amidst COVID 19; example from a tertiary care centre in Pakistan.	Ann Med Surg (Lond)
32363011	Evaluation of a COVID-19 IgM and IgG rapid test; an efficient tool for assessment of past exposure to SARS-CoV-2.	Infect Ecol Epidemiol
32363010	Do the current cases reported to the WHO provide a realistic incidence rate of countries infected with COVID-19?	Infect Ecol Epidemiol
32363005	COVID-19 and its implications in the management of resource infrastructure.	J Dent Sci
32362977	Abnormal Hemostatic Parameters and Risk of Thromboembolism Among Patients With COVID-19 Infection.	J Hematol
32362969	COVID-19, Modern Pandemic: A Systematic Review From Front-Line Health Care Providers' Perspective.	J Clin Med Res
32362922	Myocardial injury is associated with higher mortality in patients with coronavirus disease 2019: a meta-analysis.	J Geriatr Cardiol
32362921	Hypoxia in acute cardiac injury of coronavirus disease 2019: lesson learned from pathological studies.	J Geriatr Cardiol
32362920	Armarium facilitating angina management post myocardial infarction concomitant with coronavirus disease 2019.	J Geriatr Cardiol
32362868	Long-Term Neurological Threats of COVID-19: A Call to Update the Thinking About the Outcomes of the Coronavirus Pandemic.	Front Neurol
32362799	Composite Monte Carlo decision making under high uncertainty of novel coronavirus epidemic using hybridized deep learning and fuzzy rule induction.	Appl Soft Comput
32362782	[Latest information on COVID-19 on one platform-for all journals].	Notf Rett Med
32362735	Insights into the inhibitory potential of selective phytochemicals against Mpro of 2019-nCoV: a computer-aided study.	Struct Chem
32362733	Minimising aerosol generation during orthopaedic surgical procedures- Current practice to protect theatre staff during Covid-19 pandemic.	J Clin Orthop Trauma
32362732	Joint Guidance from SGEI, ISG and INASL for Gastroenterologists and Gastrointestinal Endoscopists on the Prevention, Care, and Management of Patients With COVID-19.	J Clin Exp Hepatol
32362722	Here we are: Agriculture and Human Values in the Coronavirus (COVID-19) pandemic.	Agric Human Values
32362721	Cyberpsychology research and COVID-19.	Comput Human Behav
32362714	Incidence of COVID-19 among immigration police: Observation from Thailand.	Med J Armed Forces India
32362711	The 'Heart Kuznets Curve'? Understanding the relations between economic development and cardiac conditions.	World Dev
32362697	Accurate closed-form solution of the SIR epidemic model.	Physica D
32362682	Peri-operative and critical care concerns in coronavirus pandemic.	Indian J Anaesth
32362681	Indian Society of Anaesthesiologists (ISA National) Advisory and Position Statement regarding COVID-19.	Indian J Anaesth
32362678	Baculovirus transit through insect cell membranes: A mechanistic approach.	Chem Eng Sci
32362650	Genomic analysis of SARS-CoV-2 strains among Indians returning from Italy, Iran & China, & Italian tourists in India.	Indian J Med Res
32362649	First isolation of SARS-CoV-2 from clinical samples in India.	Indian J Med Res
32362648	Transmission electron microscopy imaging of SARS-CoV-2.	Indian J Med Res
32362647	Severe acute respiratory illness surveillance for coronavirus disease 2019, India, 2020.	Indian J Med Res
32362646	Strategic planning to augment the testing capacity for COVID-19 in India.	Indian J Med Res
32362645	Prudent public health intervention strategies to control the coronavirus disease 2019 transmission in India: A mathematical model-based approach.	Indian J Med Res
32362644	Lopinavir/ritonavir combination therapy amongst symptomatic coronavirus disease 2019 patients in India: Protocol for restricted public health emergency use.	Indian J Med Res
32362643	Guidance for building a dedicated health facility to contain the spread of the 2019 novel coronavirus outbreak.	Indian J Med Res
32362642	The 2019 novel coronavirus disease (COVID-19) pandemic: A review of the current evidence.	Indian J Med Res
32362641	Ethics preparedness for infectious disease outbreaks research in India: A case for novel coronavirus disease 2019.	Indian J Med Res
32362589	Imaging findings of critically ill patients with coronavirus disease 2019 (COVID-19) pneumonia: a case series.	Hong Kong Med J
32362588	High-resolution computed tomography in a patient with COVID-19 with non-diagnostic serial radiographs.	Hong Kong Med J
